期号,num1,num2,num3,和值,跨度,类型
2009326,6,0,0,6,6,组三
2009327,7,8,5,20,3,组六
2009328,4,1,7,12,6,组六
2009329,5,2,4,11,3,组六
2009330,6,7,4,17,3,组六
2009331,9,4,5,18,5,组六
2009332,0,5,1,6,5,组六
2009333,5,9,2,16,7,组六
2009334,4,8,0,12,8,组六
2009335,4,0,7,11,7,组六
2009336,8,3,2,13,6,组六
2009337,9,8,6,23,3,组六
2009338,9,7,0,16,9,组六
2009339,5,2,0,7,5,组六
2009340,6,8,0,14,8,组六
2009341,9,3,9,21,6,组三
2009342,7,8,2,17,6,组六
2009343,8,3,7,18,5,组六
2009344,5,3,1,9,4,组六
2009345,3,7,5,15,4,组六
2009346,1,5,1,7,4,组三
2009347,2,0,3,5,3,组六
2009348,8,2,7,17,6,组六
2009349,3,0,7,10,7,组六
2009350,3,3,5,11,2,组三
2009351,1,5,9,15,8,组六
2009352,6,2,2,10,4,组三
2009353,6,6,7,19,1,组三
2009354,0,7,5,12,7,组六
2009355,4,4,2,10,2,组三
2009356,7,8,4,19,4,组六
2009357,2,5,5,12,3,组三
2009358,8,2,3,13,6,组六
2010001,3,2,7,12,5,组六
2010002,9,8,1,18,8,组六
2010003,9,1,5,15,8,组六
2010004,2,3,2,7,1,组三
2010005,3,8,7,18,5,组六
2010006,5,2,7,14,5,组六
2010007,4,2,5,11,3,组六
2010008,6,4,5,15,2,组六
2010009,0,3,7,10,7,组六
2010010,9,2,9,20,7,组三
2010011,4,2,0,6,4,组六
2010012,0,8,0,8,8,组三
2010013,9,3,7,19,6,组六
2010014,3,9,4,16,6,组六
2010015,9,5,6,20,4,组六
2010016,1,0,8,9,8,组六
2010017,3,8,3,14,5,组三
2010018,4,3,6,13,3,组六
2010019,1,8,4,13,7,组六
2010020,1,7,0,8,7,组六
2010021,0,8,4,12,8,组六
2010022,5,7,0,12,7,组六
2010023,4,5,1,10,4,组六
2010024,8,3,7,18,5,组六
2010025,7,4,6,17,3,组六
2010026,6,8,5,19,3,组六
2010027,5,0,0,5,5,组三
2010028,8,9,4,21,5,组六
2010029,5,5,0,10,5,组三
2010030,8,0,2,10,8,组六
2010031,0,1,5,6,5,组六
2010032,0,9,3,12,9,组六
2010033,6,6,8,20,2,组三
2010034,5,6,9,20,4,组六
2010035,3,4,9,16,6,组六
2010036,5,6,8,19,3,组六
2010037,7,7,8,22,1,组三
2010038,5,9,6,20,4,组六
2010039,5,1,1,7,4,组三
2010040,4,0,1,5,4,组六
2010041,2,3,6,11,4,组六
2010042,6,0,1,7,6,组六
2010043,4,0,8,12,8,组六
2010044,4,1,5,10,4,组六
2010045,3,6,8,17,5,组六
2010046,9,6,1,16,8,组六
2010047,4,0,0,4,4,组三
2010048,1,2,1,4,1,组三
2010049,2,5,9,16,7,组六
2010050,7,3,5,15,4,组六
2010051,7,3,4,14,4,组六
2010052,2,0,4,6,4,组六
2010053,5,4,8,17,4,组六
2010054,7,9,6,22,3,组六
2010055,2,3,0,5,3,组六
2010056,5,3,4,12,2,组六
2010057,3,7,4,14,4,组六
2010058,4,1,1,6,3,组三
2010059,6,2,7,15,5,组六
2010060,5,7,0,12,7,组六
2010061,6,0,9,15,9,组六
2010062,1,4,6,11,5,组六
2010063,8,4,4,16,4,组三
2010064,2,6,8,16,6,组六
2010065,2,0,8,10,8,组六
2010066,3,6,0,9,6,组六
2010067,5,8,8,21,3,组三
2010068,5,9,7,21,4,组六
2010069,8,5,1,14,7,组六
2010070,6,6,9,21,3,组三
2010071,5,7,8,20,3,组六
2010072,9,7,0,16,9,组六
2010073,5,5,5,15,0,豹子
2010074,3,4,9,16,6,组六
2010075,8,5,4,17,4,组六
2010076,2,7,1,10,6,组六
2010077,9,9,2,20,7,组三
2010078,0,4,9,13,9,组六
2010079,9,5,7,21,4,组六
2010080,2,6,4,12,4,组六
2010081,5,9,8,22,4,组六
2010082,5,0,8,13,8,组六
2010083,4,6,8,18,4,组六
2010084,9,2,2,13,7,组三
2010085,2,9,6,17,7,组六
2010086,9,6,8,23,3,组六
2010087,8,1,4,13,7,组六
2010088,6,0,8,14,8,组六
2010089,2,4,1,7,3,组六
2010090,5,9,0,14,9,组六
2010091,0,7,0,7,7,组三
2010092,3,0,5,8,5,组六
2010093,9,7,4,20,5,组六
2010094,9,5,8,22,4,组六
2010095,4,7,0,11,7,组六
2010096,0,5,9,14,9,组六
2010097,1,4,6,11,5,组六
2010098,9,3,6,18,6,组六
2010099,1,6,8,15,7,组六
2010100,7,1,8,16,7,组六
2010101,1,4,3,8,3,组六
2010102,8,8,8,24,0,豹子
2010103,8,1,2,11,7,组六
2010104,2,4,4,10,2,组三
2010105,2,8,4,14,6,组六
2010106,6,9,7,22,3,组六
2010107,0,5,3,8,5,组六
2010108,1,3,0,4,3,组六
2010109,7,7,6,20,1,组三
2010110,8,1,3,12,7,组六
2010111,8,7,1,16,7,组六
2010112,3,7,7,17,4,组三
2010113,3,4,2,9,2,组六
2010114,1,3,0,4,3,组六
2010115,2,2,1,5,1,组三
2010116,5,0,3,8,5,组六
2010117,5,6,5,16,1,组三
2010118,9,6,8,23,3,组六
2010119,3,3,2,8,1,组三
2010120,2,1,9,12,8,组六
2010121,8,2,9,19,7,组六
2010122,8,3,2,13,6,组六
2010123,2,6,1,9,5,组六
2010124,4,7,3,14,4,组六
2010125,4,8,8,20,4,组三
2010126,4,8,3,15,5,组六
2010127,2,7,7,16,5,组三
2010128,9,1,3,13,8,组六
2010129,1,0,1,2,1,组三
2010130,3,9,5,17,6,组六
2010131,3,3,6,12,3,组三
2010132,5,4,5,14,1,组三
2010133,3,4,3,10,1,组三
2010134,3,5,8,16,5,组六
2010135,4,0,9,13,9,组六
2010136,9,2,6,17,7,组六
2010137,7,7,6,20,1,组三
2010138,7,2,8,17,6,组六
2010139,0,4,5,9,5,组六
2010140,6,3,4,13,3,组六
2010141,8,3,1,12,7,组六
2010142,2,6,1,9,5,组六
2010143,3,7,0,10,7,组六
2010144,8,6,6,20,2,组三
2010145,9,3,4,16,6,组六
2010146,8,1,4,13,7,组六
2010147,0,0,6,6,6,组三
2010148,2,7,8,17,6,组六
2010149,9,6,4,19,5,组六
2010150,1,0,1,2,1,组三
2010151,3,0,9,12,9,组六
2010152,9,9,7,25,2,组三
2010153,0,0,6,6,6,组三
2010154,0,6,9,15,9,组六
2010155,3,3,1,7,2,组三
2010156,1,3,8,12,7,组六
2010157,7,0,8,15,8,组六
2010158,4,8,0,12,8,组六
2010159,6,4,4,14,2,组三
2010160,8,7,8,23,1,组三
2010161,6,3,7,16,4,组六
2010162,0,1,3,4,3,组六
2010163,1,3,4,8,3,组六
2010164,6,8,4,18,4,组六
2010165,8,4,2,14,6,组六
2010166,7,8,6,21,2,组六
2010167,0,9,4,13,9,组六
2010168,6,7,7,20,1,组三
2010169,8,4,4,16,4,组三
2010170,7,3,9,19,6,组六
2010171,8,0,8,16,8,组三
2010172,2,3,9,14,7,组六
2010173,4,0,6,10,6,组六
2010174,8,4,1,13,7,组六
2010175,5,6,9,20,4,组六
2010176,7,7,0,14,7,组三
2010177,1,9,4,14,8,组六
2010178,3,5,6,14,3,组六
2010179,5,1,9,15,8,组六
2010180,0,8,8,16,8,组三
2010181,8,0,6,14,8,组六
2010182,9,4,7,20,5,组六
2010183,3,3,7,13,4,组三
2010184,8,2,0,10,8,组六
2010185,1,3,5,9,4,组六
2010186,2,8,4,14,6,组六
2010187,4,1,5,10,4,组六
2010188,6,8,1,15,7,组六
2010189,9,1,8,18,8,组六
2010190,7,5,7,19,2,组三
2010191,3,5,3,11,2,组三
2010192,6,1,3,10,5,组六
2010193,1,1,1,3,0,豹子
2010194,1,4,8,13,7,组六
2010195,8,0,4,12,8,组六
2010196,0,5,2,7,5,组六
2010197,7,7,8,22,1,组三
2010198,4,6,6,16,2,组三
2010199,9,8,8,25,1,组三
2010200,2,0,6,8,6,组六
2010201,1,8,0,9,8,组六
2010202,0,5,3,8,5,组六
2010203,1,0,6,7,6,组六
2010204,0,3,6,9,6,组六
2010205,0,4,7,11,7,组六
2010206,3,5,3,11,2,组三
2010207,8,2,8,18,6,组三
2010208,4,6,7,17,3,组六
2010209,0,8,1,9,8,组六
2010210,8,0,9,17,9,组六
2010211,9,3,2,14,7,组六
2010212,7,8,5,20,3,组六
2010213,3,9,1,13,8,组六
2010214,1,2,4,7,3,组六
2010215,6,6,7,19,1,组三
2010216,8,2,4,14,6,组六
2010217,8,9,3,20,6,组六
2010218,2,4,5,11,3,组六
2010219,6,8,5,19,3,组六
2010220,2,9,5,16,7,组六
2010221,6,8,3,17,5,组六
2010222,1,4,0,5,4,组六
2010223,5,7,4,16,3,组六
2010224,6,7,4,17,3,组六
2010225,9,9,7,25,2,组三
2010226,5,0,4,9,5,组六
2010227,2,3,9,14,7,组六
2010228,9,4,7,20,5,组六
2010229,6,7,6,19,1,组三
2010230,8,5,4,17,4,组六
2010231,0,6,6,12,6,组三
2010232,1,9,5,15,8,组六
2010233,5,3,4,12,2,组六
2010234,3,7,9,19,6,组六
2010235,3,0,0,3,3,组三
2010236,1,7,3,11,6,组六
2010237,9,0,3,12,9,组六
2010238,6,8,7,21,2,组六
2010239,4,1,4,9,3,组三
2010240,3,3,1,7,2,组三
2010241,2,5,1,8,4,组六
2010242,0,9,5,14,9,组六
2010243,4,8,8,20,4,组三
2010244,4,8,2,14,6,组六
2010245,4,8,4,16,4,组三
2010246,5,3,0,8,5,组六
2010247,8,8,5,21,3,组三
2010248,2,0,4,6,4,组六
2010249,6,9,5,20,4,组六
2010250,0,8,2,10,8,组六
2010251,6,9,8,23,3,组六
2010252,2,9,9,20,7,组三
2010253,6,7,5,18,2,组六
2010254,3,5,8,16,5,组六
2010255,9,7,1,17,8,组六
2010256,1,7,9,17,8,组六
2010257,9,6,9,24,3,组三
2010258,9,5,8,22,4,组六
2010259,2,4,3,9,2,组六
2010260,8,8,1,17,7,组三
2010261,3,3,3,9,0,豹子
2010262,1,8,5,14,7,组六
2010263,4,2,5,11,3,组六
2010264,4,4,5,13,1,组三
2010265,8,4,6,18,4,组六
2010266,2,3,5,10,3,组六
2010267,7,0,3,10,7,组六
2010268,5,9,3,17,6,组六
2010269,1,6,3,10,5,组六
2010270,1,1,7,9,6,组三
2010271,5,2,1,8,4,组六
2010272,6,7,0,13,7,组六
2010273,7,7,2,16,5,组三
2010274,4,1,1,6,3,组三
2010275,6,8,0,14,8,组六
2010276,2,8,0,10,8,组六
2010277,6,2,3,11,4,组六
2010278,1,8,8,17,7,组三
2010279,6,8,5,19,3,组六
2010280,1,5,2,8,4,组六
2010281,2,7,3,12,5,组六
2010282,5,3,8,16,5,组六
2010283,0,4,7,11,7,组六
2010284,2,1,0,3,2,组六
2010285,7,4,7,18,3,组三
2010286,9,6,0,15,9,组六
2010287,1,6,7,14,6,组六
2010288,4,6,0,10,6,组六
2010289,1,3,4,8,3,组六
2010290,3,9,9,21,6,组三
2010291,1,5,0,6,5,组六
2010292,1,2,2,5,1,组三
2010293,1,2,9,12,8,组六
2010294,0,4,0,4,4,组三
2010295,2,3,8,13,6,组六
2010296,4,4,8,16,4,组三
2010297,5,2,0,7,5,组六
2010298,7,8,6,21,2,组六
2010299,2,2,5,9,3,组三
2010300,5,9,6,20,4,组六
2010301,3,5,6,14,3,组六
2010302,0,9,1,10,9,组六
2010303,0,7,0,7,7,组三
2010304,3,3,2,8,1,组三
2010305,9,3,7,19,6,组六
2010306,4,0,5,9,5,组六
2010307,2,1,9,12,8,组六
2010308,2,3,2,7,1,组三
2010309,0,2,6,8,6,组六
2010310,3,8,7,18,5,组六
2010311,5,9,8,22,4,组六
2010312,1,3,8,12,7,组六
2010313,8,7,8,23,1,组三
2010314,6,7,5,18,2,组六
2010315,0,5,5,10,5,组三
2010316,3,2,9,14,7,组六
2010317,1,8,2,11,7,组六
2010318,4,5,4,13,1,组三
2010319,7,3,3,13,4,组三
2010320,2,8,3,13,6,组六
2010321,0,2,7,9,7,组六
2010322,8,4,0,12,8,组六
2010323,4,7,4,15,3,组三
2010324,1,2,7,10,6,组六
2010325,8,4,6,18,4,组六
2010326,1,5,9,15,8,组六
2010327,3,7,6,16,4,组六
2010328,8,5,3,16,5,组六
2010329,3,6,6,15,3,组三
2010330,6,8,1,15,7,组六
2010331,4,4,3,11,1,组三
2010332,4,2,4,10,2,组三
2010333,8,6,7,21,2,组六
2010334,3,5,4,12,2,组六
2010335,6,5,5,16,1,组三
2010336,8,7,8,23,1,组三
2010337,8,9,5,22,4,组六
2010338,7,5,4,16,3,组六
2010339,5,9,9,23,4,组三
2010340,0,9,4,13,9,组六
2010341,9,4,3,16,6,组六
2010342,3,7,6,16,4,组六
2010343,1,6,8,15,7,组六
2010344,3,3,2,8,1,组三
2010345,7,4,1,12,6,组六
2010346,3,8,3,14,5,组三
2010347,3,2,2,7,1,组三
2010348,4,8,4,16,4,组三
2010349,6,7,0,13,7,组六
2010350,8,9,0,17,9,组六
2010351,5,7,2,14,5,组六
2010352,1,1,2,4,1,组三
2010353,1,6,9,16,8,组六
2010354,1,6,7,14,6,组六
2010355,5,4,5,14,1,组三
2010356,8,6,8,22,2,组三
2010357,1,7,1,9,6,组三
2010358,3,1,1,5,2,组三
2011001,9,2,8,19,7,组六
2011002,6,7,6,19,1,组三
2011003,9,3,3,15,6,组三
2011004,5,5,0,10,5,组三
2011005,4,9,1,14,8,组六
2011006,3,5,9,17,6,组六
2011007,8,8,4,20,4,组三
2011008,5,3,4,12,2,组六
2011009,1,5,6,12,5,组六
2011010,9,1,7,17,8,组六
2011011,5,0,2,7,5,组六
2011012,6,8,7,21,2,组六
2011013,1,8,7,16,7,组六
2011014,8,1,0,9,8,组六
2011015,7,1,7,15,6,组三
2011016,8,1,6,15,7,组六
2011017,1,8,4,13,7,组六
2011018,9,0,3,12,9,组六
2011019,3,2,8,13,6,组六
2011020,5,7,8,20,3,组六
2011021,5,7,8,20,3,组六
2011022,0,0,8,8,8,组三
2011023,7,4,1,12,6,组六
2011024,4,8,7,19,4,组六
2011025,3,5,2,10,3,组六
2011026,7,9,7,23,2,组三
2011027,2,1,2,5,1,组三
2011028,1,3,4,8,3,组六
2011029,3,6,5,14,3,组六
2011030,4,9,3,16,6,组六
2011031,8,6,4,18,4,组六
2011032,3,4,9,16,6,组六
2011033,0,6,2,8,6,组六
2011034,4,8,9,21,5,组六
2011035,7,4,4,15,3,组三
2011036,1,6,3,10,5,组六
2011037,7,0,5,12,7,组六
2011038,0,1,6,7,6,组六
2011039,2,6,0,8,6,组六
2011040,1,1,7,9,6,组三
2011041,4,4,9,17,5,组三
2011042,3,3,7,13,4,组三
2011043,2,8,6,16,6,组六
2011044,4,1,6,11,5,组六
2011045,5,7,9,21,4,组六
2011046,9,0,9,18,9,组三
2011047,3,6,7,16,4,组六
2011048,6,2,1,9,5,组六
2011049,4,5,9,18,5,组六
2011050,0,6,7,13,7,组六
2011051,6,8,4,18,4,组六
2011052,5,0,9,14,9,组六
2011053,8,3,5,16,5,组六
2011054,7,6,0,13,7,组六
2011055,8,3,5,16,5,组六
2011056,6,0,9,15,9,组六
2011057,3,6,6,15,3,组三
2011058,6,6,4,16,2,组三
2011059,3,9,8,20,6,组六
2011060,1,4,4,9,3,组三
2011061,4,1,6,11,5,组六
2011062,6,2,8,16,6,组六
2011063,1,4,1,6,3,组三
2011064,6,9,0,15,9,组六
2011065,7,2,1,10,6,组六
2011066,0,7,9,16,9,组六
2011067,4,1,3,8,3,组六
2011068,5,0,0,5,5,组三
2011069,2,8,5,15,6,组六
2011070,8,9,2,19,7,组六
2011071,0,7,1,8,7,组六
2011072,7,9,9,25,2,组三
2011073,0,6,3,9,6,组六
2011074,7,8,4,19,4,组六
2011075,9,5,3,17,6,组六
2011076,6,6,7,19,1,组三
2011077,7,8,7,22,1,组三
2011078,5,4,4,13,1,组三
2011079,8,2,3,13,6,组六
2011080,9,4,3,16,6,组六
2011081,7,4,8,19,4,组六
2011082,1,7,1,9,6,组三
2011083,8,3,5,16,5,组六
2011084,2,5,2,9,3,组三
2011085,9,9,5,23,4,组三
2011086,9,4,1,14,8,组六
2011087,0,9,2,11,9,组六
2011088,6,7,0,13,7,组六
2011089,1,2,4,7,3,组六
2011090,0,8,7,15,8,组六
2011091,2,2,2,6,0,豹子
2011092,7,4,9,20,5,组六
2011093,5,0,0,5,5,组三
2011094,1,5,9,15,8,组六
2011095,8,4,4,16,4,组三
2011096,0,9,7,16,9,组六
2011097,6,7,9,22,3,组六
2011098,1,8,7,16,7,组六
2011099,8,2,9,19,7,组六
2011100,2,3,2,7,1,组三
2011101,2,7,5,14,5,组六
2011102,9,0,9,18,9,组三
2011103,4,7,2,13,5,组六
2011104,5,8,9,22,4,组六
2011105,7,0,0,7,7,组三
2011106,6,5,0,11,6,组六
2011107,9,2,4,15,7,组六
2011108,3,3,0,6,3,组三
2011109,2,2,2,6,0,豹子
2011110,3,5,1,9,4,组六
2011111,2,5,2,9,3,组三
2011112,0,9,8,17,9,组六
2011113,7,3,3,13,4,组三
2011114,3,9,8,20,6,组六
2011115,3,7,5,15,4,组六
2011116,7,4,0,11,7,组六
2011117,7,0,4,11,7,组六
2011118,0,7,5,12,7,组六
2011119,2,9,5,16,7,组六
2011120,9,8,3,20,6,组六
2011121,6,4,9,19,5,组六
2011122,0,3,3,6,3,组三
2011123,5,3,5,13,2,组三
2011124,7,7,4,18,3,组三
2011125,3,2,7,12,5,组六
2011126,2,9,9,20,7,组三
2011127,5,4,3,12,2,组六
2011128,7,3,3,13,4,组三
2011129,4,2,0,6,4,组六
2011130,0,5,9,14,9,组六
2011131,2,3,3,8,1,组三
2011132,6,5,2,13,4,组六
2011133,4,8,7,19,4,组六
2011134,4,1,9,14,8,组六
2011135,4,3,7,14,4,组六
2011136,3,9,6,18,6,组六
2011137,2,4,3,9,2,组六
2011138,9,0,7,16,9,组六
2011139,5,3,8,16,5,组六
2011140,8,0,7,15,8,组六
2011141,6,3,9,18,6,组六
2011142,8,8,9,25,1,组三
2011143,0,5,2,7,5,组六
2011144,1,2,4,7,3,组六
2011145,1,0,7,8,7,组六
2011146,3,7,9,19,6,组六
2011147,8,8,7,23,1,组三
2011148,5,8,9,22,4,组六
2011149,8,8,4,20,4,组三
2011150,8,6,5,19,3,组六
2011151,9,8,5,22,4,组六
2011152,9,7,4,20,5,组六
2011153,6,2,9,17,7,组六
2011154,7,6,5,18,2,组六
2011155,6,5,2,13,4,组六
2011156,2,4,1,7,3,组六
2011157,4,1,9,14,8,组六
2011158,1,0,4,5,4,组六
2011159,8,9,6,23,3,组六
2011160,7,1,3,11,6,组六
2011161,8,1,5,14,7,组六
2011162,2,3,9,14,7,组六
2011163,3,7,8,18,5,组六
2011164,6,8,9,23,3,组六
2011165,5,7,8,20,3,组六
2011166,8,2,6,16,6,组六
2011167,4,6,2,12,4,组六
2011168,2,9,7,18,7,组六
2011169,5,2,0,7,5,组六
2011170,3,5,3,11,2,组三
2011171,9,9,1,19,8,组三
2011172,2,6,6,14,4,组三
2011173,9,1,7,17,8,组六
2011174,3,1,0,4,3,组六
2011175,9,0,9,18,9,组三
2011176,5,7,2,14,5,组六
2011177,8,4,3,15,5,组六
2011178,1,9,0,10,9,组六
2011179,1,2,3,6,2,组六
2011180,5,5,3,13,2,组三
2011181,5,9,9,23,4,组三
2011182,2,6,2,10,4,组三
2011183,7,9,3,19,6,组六
2011184,0,3,9,12,9,组六
2011185,4,5,7,16,3,组六
2011186,7,7,5,19,2,组三
2011187,8,1,2,11,7,组六
2011188,7,6,8,21,2,组六
2011189,0,0,3,3,3,组三
2011190,1,2,5,8,4,组六
2011191,4,1,9,14,8,组六
2011192,8,1,2,11,7,组六
2011193,7,0,0,7,7,组三
2011194,8,8,9,25,1,组三
2011195,8,6,1,15,7,组六
2011196,7,0,8,15,8,组六
2011197,3,1,8,12,7,组六
2011198,6,6,8,20,2,组三
2011199,0,0,4,4,4,组三
2011200,7,6,9,22,3,组六
2011201,6,7,9,22,3,组六
2011202,6,3,3,12,3,组三
2011203,5,8,3,16,5,组六
2011204,5,8,7,20,3,组六
2011205,6,7,5,18,2,组六
2011206,8,5,2,15,6,组六
2011207,6,4,8,18,4,组六
2011208,6,1,5,12,5,组六
2011209,2,8,1,11,7,组六
2011210,9,7,6,22,3,组六
2011211,3,2,6,11,4,组六
2011212,3,3,1,7,2,组三
2011213,8,0,6,14,8,组六
2011214,2,5,4,11,3,组六
2011215,7,9,7,23,2,组三
2011216,5,0,6,11,6,组六
2011217,6,0,7,13,7,组六
2011218,9,0,5,14,9,组六
2011219,5,4,7,16,3,组六
2011220,6,0,4,10,6,组六
2011221,3,6,9,18,6,组六
2011222,4,3,5,12,2,组六
2011223,6,7,7,20,1,组三
2011224,4,7,8,19,4,组六
2011225,8,8,6,22,2,组三
2011226,6,3,2,11,4,组六
2011227,8,2,1,11,7,组六
2011228,3,2,4,9,2,组六
2011229,1,0,5,6,5,组六
2011230,8,7,4,19,4,组六
2011231,8,5,3,16,5,组六
2011232,9,2,3,14,7,组六
2011233,5,6,1,12,5,组六
2011234,0,9,3,12,9,组六
2011235,3,0,4,7,4,组六
2011236,7,3,7,17,4,组三
2011237,3,7,2,12,5,组六
2011238,0,1,3,4,3,组六
2011239,8,8,2,18,6,组三
2011240,0,8,6,14,8,组六
2011241,6,4,8,18,4,组六
2011242,9,6,7,22,3,组六
2011243,7,2,1,10,6,组六
2011244,9,6,2,17,7,组六
2011245,3,1,0,4,3,组六
2011246,0,1,4,5,4,组六
2011247,4,3,0,7,4,组六
2011248,4,4,2,10,2,组三
2011249,7,5,6,18,2,组六
2011250,3,4,3,10,1,组三
2011251,4,3,1,8,3,组六
2011252,4,3,2,9,2,组六
2011253,6,1,0,7,6,组六
2011254,8,5,3,16,5,组六
2011255,5,4,6,15,2,组六
2011256,9,8,5,22,4,组六
2011257,1,6,1,8,5,组三
2011258,3,7,0,10,7,组六
2011259,8,6,7,21,2,组六
2011260,6,5,3,14,3,组六
2011261,5,8,7,20,3,组六
2011262,9,2,5,16,7,组六
2011263,5,0,3,8,5,组六
2011264,3,7,9,19,6,组六
2011265,4,9,8,21,5,组六
2011266,4,9,8,21,5,组六
2011267,7,8,6,21,2,组六
2011268,3,7,8,18,5,组六
2011269,8,7,6,21,2,组六
2011270,1,5,5,11,4,组三
2011271,0,1,4,5,4,组六
2011272,9,4,6,19,5,组六
2011273,8,3,2,13,6,组六
2011274,3,5,9,17,6,组六
2011275,0,5,9,14,9,组六
2011276,8,8,0,16,8,组三
2011277,3,2,4,9,2,组六
2011278,9,5,1,15,8,组六
2011279,3,8,2,13,6,组六
2011280,8,7,5,20,3,组六
2011281,2,1,4,7,3,组六
2011282,8,9,3,20,6,组六
2011283,9,0,5,14,9,组六
2011284,2,0,5,7,5,组六
2011285,2,6,4,12,4,组六
2011286,2,3,1,6,2,组六
2011287,6,7,2,15,5,组六
2011288,6,2,9,17,7,组六
2011289,5,0,4,9,5,组六
2011290,6,0,4,10,6,组六
2011291,0,9,3,12,9,组六
2011292,3,9,3,15,6,组三
2011293,2,5,6,13,4,组六
2011294,9,5,9,23,4,组三
2011295,3,2,9,14,7,组六
2011296,8,3,3,14,5,组三
2011297,4,5,8,17,4,组六
2011298,0,9,9,18,9,组三
2011299,0,0,6,6,6,组三
2011300,8,2,2,12,6,组三
2011301,6,4,1,11,5,组六
2011302,4,9,6,19,5,组六
2011303,1,0,7,8,7,组六
2011304,3,2,2,7,1,组三
2011305,1,1,6,8,5,组三
2011306,6,2,6,14,4,组三
2011307,9,9,0,18,9,组三
2011308,6,6,9,21,3,组三
2011309,7,7,3,17,4,组三
2011310,8,2,5,15,6,组六
2011311,0,9,4,13,9,组六
2011312,3,6,5,14,3,组六
2011313,4,6,6,16,2,组三
2011314,7,8,3,18,5,组六
2011315,3,7,4,14,4,组六
2011316,5,3,8,16,5,组六
2011317,4,9,2,15,7,组六
2011318,4,1,3,8,3,组六
2011319,3,5,6,14,3,组六
2011320,8,7,0,15,8,组六
2011321,3,6,5,14,3,组六
2011322,3,6,8,17,5,组六
2011323,4,7,2,13,5,组六
2011324,1,5,6,12,5,组六
2011325,0,3,9,12,9,组六
2011326,0,9,2,11,9,组六
2011327,4,6,5,15,2,组六
2011328,8,1,1,10,7,组三
2011329,6,4,8,18,4,组六
2011330,8,8,8,24,0,豹子
2011331,9,4,3,16,6,组六
2011332,8,9,7,24,2,组六
2011333,3,5,2,10,3,组六
2011334,8,0,3,11,8,组六
2011335,4,3,6,13,3,组六
2011336,7,4,7,18,3,组三
2011337,3,8,7,18,5,组六
2011338,8,8,8,24,0,豹子
2011339,5,1,4,10,4,组六
2011340,9,7,3,19,6,组六
2011341,8,7,4,19,4,组六
2011342,2,0,4,6,4,组六
2011343,9,6,1,16,8,组六
2011344,3,6,0,9,6,组六
2011345,2,9,6,17,7,组六
2011346,4,9,4,17,5,组三
2011347,2,9,0,11,9,组六
2011348,2,2,7,11,5,组三
2011349,0,0,0,0,0,豹子
2011350,9,2,7,18,7,组六
2011351,3,0,0,3,3,组三
2011352,1,4,2,7,3,组六
2011353,0,6,8,14,8,组六
2011354,3,0,1,4,3,组六
2011355,5,1,8,14,7,组六
2011356,4,7,0,11,7,组六
2011357,2,3,9,14,7,组六
2011358,7,2,5,14,5,组六
2012001,0,0,3,3,3,组三
2012002,4,0,9,13,9,组六
2012003,1,8,1,10,7,组三
2012004,9,8,9,26,1,组三
2012005,6,0,9,15,9,组六
2012006,3,6,4,13,3,组六
2012007,6,8,2,16,6,组六
2012008,8,2,4,14,6,组六
2012009,3,1,6,10,5,组六
2012010,0,3,9,12,9,组六
2012011,9,1,4,14,8,组六
2012012,4,1,3,8,3,组六
2012013,3,4,9,16,6,组六
2012014,0,8,5,13,8,组六
2012015,2,3,4,9,2,组六
2012016,7,6,5,18,2,组六
2012017,5,1,5,11,4,组三
2012018,4,6,5,15,2,组六
2012019,8,5,5,18,3,组三
2012020,0,1,9,10,9,组六
2012021,1,3,8,12,7,组六
2012022,6,4,4,14,2,组三
2012023,7,4,1,12,6,组六
2012024,3,3,4,10,1,组三
2012025,9,9,7,25,2,组三
2012026,8,3,3,14,5,组三
2012027,0,0,6,6,6,组三
2012028,6,8,9,23,3,组六
2012029,7,7,9,23,2,组三
2012030,6,6,5,17,1,组三
2012031,9,8,8,25,1,组三
2012032,5,0,3,8,5,组六
2012033,1,2,7,10,6,组六
2012034,7,4,1,12,6,组六
2012035,2,7,4,13,5,组六
2012036,0,3,4,7,4,组六
2012037,4,4,3,11,1,组三
2012038,5,2,8,15,6,组六
2012039,8,5,5,18,3,组三
2012040,8,1,8,17,7,组三
2012041,3,4,1,8,3,组六
2012042,8,4,1,13,7,组六
2012043,3,5,2,10,3,组六
2012044,6,8,3,17,5,组六
2012045,4,2,1,7,3,组六
2012046,3,7,3,13,4,组三
2012047,4,9,6,19,5,组六
2012048,8,3,3,14,5,组三
2012049,0,4,4,8,4,组三
2012050,7,7,8,22,1,组三
2012051,4,6,7,17,3,组六
2012052,8,4,1,13,7,组六
2012053,5,3,5,13,2,组三
2012054,0,5,7,12,7,组六
2012055,0,6,6,12,6,组三
2012056,1,4,3,8,3,组六
2012057,6,9,1,16,8,组六
2012058,2,5,9,16,7,组六
2012059,3,4,6,13,3,组六
2012060,4,2,4,10,2,组三
2012061,7,1,3,11,6,组六
2012062,3,5,0,8,5,组六
2012063,7,7,3,17,4,组三
2012064,8,3,1,12,7,组六
2012065,3,6,3,12,3,组三
2012066,0,8,4,12,8,组六
2012067,4,2,2,8,2,组三
2012068,9,2,5,16,7,组六
2012069,7,2,1,10,6,组六
2012070,3,0,0,3,3,组三
2012071,6,1,3,10,5,组六
2012072,9,9,8,26,1,组三
